HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
3,33    Psc,00,05,20.1,-05,42,27,4.61,+1.04
4,86    Peg,00,05,42.0,+13,23,46,5.51,+0.90
5,,00,06,16.0,+58,26,12,5.96,+0.67
6,,00,06,19.0,-49,04,30,5.70,+0.52
7,10    Cas,00,06,26.5,+64,11,46,5.59,-0.03
12,,00,07,46.8,-22,30,32,5.94,+0.14
13,,00,08,03.5,-33,31,46,5.68,+1.12
15,21Alp And,00,08,23.3,+29,05,26,2.06,-0.11
16,,00,08,17.4,-08,49,26,5.99,+1.04
21,11Bet Cas,00,09,10.7,+59,08,59,2.27,+0.34
22,87    Peg,00,09,02.4,+18,12,43,5.53,+1.04
24,Kap1Scl,00,09,21.0,-27,59,16,5.42,+0.42
25,Eps Phe,00,09,24.7,-45,44,51,3.88,+1.03
26,34    Psc,00,10,02.3,+11,08,44,5.51,-0.07
27,22    And,00,10,19.3,+46,04,20,5.03,+0.40
29,,00,10,18.8,-05,14,55,5.84,+0.98
30,Gam3Oct,00,10,02.1,-82,13,26,5.28,+1.05
31,,00,10,42.8,-12,34,48,5.85,+1.01
33,6    Cet,00,11,15.9,-15,28,05,4.89,+0.49
34,Kap2Scl,00,11,34.4,-27,47,59,5.41,+1.34
35,The Scl,00,11,44.0,-35,07,59,5.25,+0.44
37,,00,12,10.0,-17,56,18,5.25,+1.48
39,88Gam Peg,00,13,14.2,+15,11,01,2.83,-0.23
41,23    And,00,13,30.8,+41,02,07,5.72,+0.31
42,,00,13,42.1,-26,01,19,5.94,+1.55
45,89Chi Peg,00,14,36.2,+20,12,24,4.80,+1.57
46,,00,14,27.6,-07,46,50,5.12,+1.62
47,,00,13,19.4,-84,59,39,5.77,+1.72
48,7    Cet,00,14,38.4,-18,55,58,4.44,+1.66
50,35    Psc,00,14,58.8,+08,49,15,5.79,+0.31
51,,00,14,54.5,-09,34,11,5.75,-0.08
57,,00,16,08.9,-31,26,47,5.67,+1.35
60,,00,16,57.1,+61,32,00,5.74,+0.88
62,,00,17,09.1,+47,56,51,5.89,-0.09
63,24The And,00,17,05.5,+38,40,54,4.61,+0.06
68,25Sig And,00,18,19.7,+36,47,07,4.52,+0.05
71,,00,18,38.3,+31,31,02,5.87,-0.01
74,8Iot Cet,00,19,25.7,-08,49,26,3.56,+1.22
77,Zet Tuc,00,20,04.3,-64,52,29,4.23,+0.58
78,,00,20,24.4,+30,56,09,5.90,-0.10
79,,00,20,45.5,+32,54,41,5.79,+1.59
80,41    Psc,00,20,35.9,+08,11,25,5.37,+1.34
82,27Rho And,00,21,07.3,+37,58,07,5.18,+0.42
83,Pi  Tuc,00,20,39.0,-69,37,30,5.51,-0.05
84,Iot Scl,00,21,31.2,-28,58,54,5.18,+1.00
85,,00,21,46.3,-20,03,28,5.12,+1.82
87,,00,21,28.6,-77,25,37,5.97,+1.40
91,,00,24,15.6,+52,01,12,5.57,-0.12
93,12    Cas,00,24,47.5,+61,49,52,5.40,0.00
96,,00,25,06.4,+53,02,49,5.74,-0.06
97,44    Psc,00,25,24.2,+01,56,23,5.77,+0.86
98,Bet Hyi,00,25,45.1,-77,15,15,2.80,+0.62
99,Alp Phe,00,26,17.0,-42,18,22,2.39,+1.09
100,Kap Phe,00,26,12.2,-43,40,48,3.94,+0.17
102,,00,27,14.7,-25,32,50,5.98,+1.03
103,47    Psc,00,28,02.9,+17,53,35,5.06,+1.65
104,,00,28,13.7,+44,23,40,5.17,+0.03
105,Eta Scl,00,27,55.7,-33,00,26,4.81,+1.64
109,,00,28,26.4,-39,54,54,5.43,+1.56
113,,00,30,19.9,+59,58,38,5.94,+0.01
114,28    And,00,30,07.3,+29,45,06,5.23,+0.24
117,12    Cet,00,30,02.4,-03,57,26,5.72,+1.56
118,,00,30,22.7,-23,47,16,5.19,+0.12
120,,00,30,26.1,-48,12,54,5.69,+0.35
122,,00,31,25.6,+33,34,54,5.87,+1.14
123,14Lam Cas,00,31,46.4,+54,31,20,4.73,-0.10
124,,00,31,41.2,+52,50,22,5.60,+1.15
125,Lam1Phe,00,31,25.0,-48,48,13,4.77,+0.02
126,Bet1Tuc,00,31,32.7,-62,57,29,4.37,-0.07
127,Bet2Tuc,00,31,33.6,-62,57,57,4.54,+0.15
130,15Kap Cas,00,33,00.0,+62,55,54,4.16,+0.14
131,52    Psc,00,32,35.5,+20,17,40,5.38,+1.08
132,51    Psc,00,32,23.8,+06,57,20,5.67,0.00
135,,00,33,10.4,+54,53,42,5.93,+1.04
136,Bet3Tuc,00,32,43.8,-63,01,52,5.09,+0.04
138,,00,33,41.1,-29,33,30,5.55,+1.27
140,,00,34,27.8,-52,22,23,5.57,+0.47
142,13    Cet,00,35,14.9,-03,35,34,5.20,+0.56
143,14    Cet,00,35,32.8,-00,30,20,5.93,+0.44
144,,00,36,08.3,+54,10,07,5.08,-0.11
146,,00,36,27.3,+60,19,34,5.79,+0.29
147,Lam2Phe,00,35,41.1,-48,00,03,5.51,+0.44
152,,00,36,46.6,+44,29,19,5.13,+1.60
153,17Zet Cas,00,36,58.3,+53,53,49,3.66,-0.20
154,29Pi  And,00,36,52.9,+33,43,10,4.36,-0.14
155,53    Psc,00,36,47.3,+15,13,54,5.89,-0.15
157,,00,37,21.1,+35,23,58,5.48,+0.88
159,,00,37,20.7,-24,46,02,5.57,+0.72
163,30Eps And,00,38,33.3,+29,18,42,4.37,+0.87
164,,00,39,09.9,+49,21,16,5.43,+1.64
165,31Del And,00,39,19.7,+30,51,39,3.27,+1.28
166,54    Psc,00,39,21.8,+21,15,02,5.87,+0.85
167,55    Psc,00,39,55.6,+21,26,18,5.36,+1.16
168,18Alp Cas,00,40,30.5,+56,32,14,2.23,+1.17
174,,00,40,42.4,-04,21,07,5.91,+1.10
175,32    And,00,41,07.2,+39,27,31,5.33,+0.89
176,,00,40,26.4,-59,27,16,5.89,+0.55
177,,00,42,03.4,+66,08,51,5.83,+1.04
179,19Xi  Cas,00,42,03.9,+50,30,45,4.80,-0.11
180,Mu  Phe,00,41,19.6,-46,05,06,4.59,+0.97
183,Xi  Phe,00,41,46.4,-56,30,06,5.70,+0.20
184,20Pi  Cas,00,43,28.1,+47,01,29,4.94,+0.18
186,,00,42,41.8,-60,15,45,5.98,+1.32
187,Rho Tuc,00,42,28.4,-65,28,05,5.39,+0.50
188,16Bet Cet,00,43,35.4,-17,59,12,2.04,+1.02
189,,00,44,26.4,+47,51,51,5.67,-0.12
191,Eta Phe,00,43,21.2,-57,27,47,4.36,0.00
192,21    Cas,00,45,39.0,+74,59,17,5.66,+0.05
193,22Omi Cas,00,44,43.5,+48,17,04,4.54,-0.07
194,17Phi1Cet,00,44,11.4,-10,36,34,4.76,+1.01
195,Lam2Scl,00,44,12.1,-38,25,18,5.90,+1.16
196,,00,45,17.2,+55,13,18,5.42,+0.04
197,,00,44,44.4,-22,00,22,5.24,+0.33
198,,00,44,57.1,-42,40,36,5.94,+0.28
208,23    Cas,00,47,46.1,+74,50,51,5.41,-0.08
209,,00,45,45.6,-47,33,06,5.80,+0.64
210,,00,46,11.8,-22,31,19,5.50,+0.98
211,57    Psc,00,46,33.0,+15,28,32,5.38,+1.65
212,,00,48,09.1,+72,40,30,5.87,+1.01
213,58    Psc,00,47,01.5,+11,58,26,5.50,+0.97
215,34Zet And,00,47,20.3,+24,16,02,4.06,+1.12
216,60    Psc,00,47,23.6,+06,44,27,5.99,+0.94
218,,00,47,43.3,-18,03,41,5.70,+1.30
219,24Eta Cas,00,49,06.0,+57,48,57,3.44,+0.57
220,,00,48,01.1,-21,43,21,5.57,-0.06
221,62    Psc,00,48,17.4,+07,18,00,5.93,+1.10
222,,00,48,23.0,+05,16,50,5.75,+0.88
223,25Nu  Cas,00,48,50.1,+50,58,06,4.89,-0.11
224,63Del Psc,00,48,41.0,+07,35,06,4.43,+1.50
225,64    Psc,00,48,58.7,+16,56,26,5.07,+0.51
226,35Nu  And,00,49,48.8,+41,04,44,4.53,-0.15
227,,00,49,25.6,-13,33,41,5.59,+1.30
228,,00,49,13.9,-24,08,11,5.90,+0.95
233,,00,50,43.6,+64,14,51,5.39,+0.49
235,19Phi2Cet,00,50,07.6,-10,38,40,5.19,+0.50
236,Lam Hyi,00,48,35.4,-74,55,24,5.07,+1.37
240,,00,54,53.1,+83,42,26,5.62,+0.09
242,Rho Phe,00,50,41.2,-50,59,13,5.22,+0.36
244,,00,53,04.1,+61,07,27,4.82,+0.53
247,,00,52,40.6,-24,00,21,5.46,+1.24
248,20    Cet,00,53,00.5,-01,08,39,4.77,+1.57
253,26Ups1Cas,00,55,00.1,+58,58,22,4.83,+1.21
254,66    Psc,00,54,35.2,+19,11,18,5.74,-0.01
257,,00,53,37.9,-62,52,17,5.70,+1.56
258,36    And,00,54,58.0,+23,37,42,5.47,+1.00
263,,00,55,42.4,-07,20,50,5.85,+1.52
264,27Gam Cas,00,56,42.5,+60,43,00,2.47,-0.15
265,28Ups2Cas,00,56,39.8,+59,10,52,4.63,+0.96
266,,00,56,47.1,+60,21,46,5.55,-0.07
267,22Phi3Cet,00,56,01.5,-11,16,00,5.31,+1.52
269,37Mu  And,00,56,45.2,+38,29,58,3.87,+0.13
270,Lam2Tuc,00,55,00.3,-69,31,37,5.45,+1.09
271,38Eta And,00,57,12.4,+23,25,03,4.42,+0.94
273,,00,58,31.1,+66,21,08,5.97,-0.02
274,68    Psc,00,57,50.2,+28,59,32,5.42,+1.08
275,,00,58,14.2,+33,57,03,5.98,+1.00
279,23Phi4Cet,00,58,43.9,-11,22,48,5.61,+0.97
280,Alp Scl,00,58,36.4,-29,21,27,4.31,-0.16
285,,01,08,44.7,+86,15,25,4.25,+1.21
288,Xi  Scl,01,01,18.3,-38,55,00,5.59,+1.18
290,39    And,01,02,54.3,+41,20,42,5.98,+0.16
291,69Sig Psc,01,02,49.1,+31,48,16,5.50,-0.05
292,,01,03,37.0,+61,04,30,5.92,+0.49
293,Sig Scl,01,02,26.4,-31,33,07,5.50,+0.08
294,71Eps Psc,01,02,56.6,+07,53,24,4.28,+0.96
296,25    Cet,01,03,02.6,-04,50,12,5.43,+1.11
297,,01,04,19.6,+61,34,49,5.84,+0.54
298,,01,04,02.4,+52,30,08,5.99,+1.47
299,,01,02,49.2,-46,23,51,5.36,+0.90
308,72    Psc,01,05,05.4,+14,56,46,5.68,+0.41
310,74Psi1Psc,01,05,40.9,+21,28,24,5.34,-0.03
311,74Psi1Psc,01,05,41.7,+21,27,55,5.56,-0.07
317,28    Cet,01,06,05.1,-09,50,22,5.58,+0.01
321,30Mu  Cas,01,08,16.4,+54,55,13,5.17,+0.69
322,Bet Phe,01,06,05.0,-46,43,07,3.31,+0.89
324,41    And,01,08,00.9,+43,56,31,5.03,+0.11
326,,01,08,33.3,+58,15,49,5.79,-0.01
328,79Psi2Psc,01,07,57.2,+20,44,21,5.55,+0.13
329,30    Cet,01,07,46.2,-09,47,08,5.82,+0.43
330,80    Psc,01,08,22.2,+05,38,59,5.52,+0.34
331,Ups Phe,01,07,47.9,-41,29,13,5.21,+0.16
332,Iot Tuc,01,07,18.7,-61,46,31,5.37,+0.88
333,,01,12,16.7,+79,40,26,5.64,+0.01
334,31Eta Cet,01,08,35.4,-10,10,56,3.45,+1.16
335,42Phi And,01,09,30.2,+47,14,31,4.25,-0.07
336,31    Cas,01,10,39.3,+68,46,43,5.29,-0.02
337,43Bet And,01,09,43.9,+35,37,14,2.06,+1.58
338,Zet Phe,01,08,23.1,-55,14,45,3.92,-0.08
339,81Psi3Psc,01,09,49.2,+19,39,31,5.55,+0.69
340,44    And,01,10,18.8,+42,04,53,5.65,+0.60
341,,01,10,19.4,+25,27,28,5.80,+1.47
342,,01,11,25.6,+64,12,10,5.55,-0.07
343,33The Cas,01,11,06.2,+55,08,59,4.33,+0.17
345,32    Cas,01,11,41.4,+65,01,08,5.57,-0.09
347,33    Cet,01,10,33.6,+02,26,44,5.95,+1.51
348,45    And,01,11,10.3,+37,43,27,5.81,-0.10
349,82    Psc,01,11,06.8,+31,25,29,5.16,+0.23
351,84Chi Psc,01,11,27.2,+21,02,05,4.66,+1.03
352,83Tau Psc,01,11,39.6,+30,05,23,4.51,+1.09
353,34    Cet,01,11,43.5,-02,15,04,5.94,+1.40
359,,01,12,45.4,-37,51,23,5.92,+0.28
360,85Phi Psc,01,13,44.9,+24,35,01,4.65,+1.04
361,86Zet Psc,01,13,43.9,+07,34,31,5.24,+0.32
364,87    Psc,01,14,07.6,+16,08,01,5.98,-0.08
366,37    Cet,01,14,24.0,-07,55,23,5.13,+0.46
368,38    Cet,01,14,49.2,-00,58,26,5.70,+0.42
370,Nu  Phe,01,15,11.1,-45,31,53,4.96,+0.58
373,39    Cet,01,16,36.3,-02,30,01,5.41,+0.90
377,Kap Tuc,01,15,46.1,-68,52,34,4.86,+0.47
378,89    Psc,01,17,48.0,+03,36,52,5.16,+0.07
382,34Phi Cas,01,20,04.9,+58,13,54,4.98,+0.68
383,90Ups Psc,01,19,28.0,+27,15,51,4.76,+0.03
385,42    Cet,01,19,48.3,-00,30,32,5.87,+0.64
389,91    Psc,01,21,07.4,+28,44,17,5.23,+1.39
390,46Xi  And,01,22,20.4,+45,31,44,4.88,+1.08
395,47    And,01,23,40.6,+37,42,54,5.58,+0.26
397,,01,23,24.9,+20,28,08,5.97,+1.71
399,36Psi Cas,01,25,56.0,+68,07,48,4.74,+1.05
400,,01,23,31.0,-30,56,44,5.84,+1.61
402,45The Cet,01,24,01.4,-08,11,00,3.60,+1.06
403,37Del Cas,01,25,49.0,+60,14,07,2.68,+0.13
404,,01,24,20.6,-06,54,53,5.91,+0.41
408,,01,24,40.8,-41,29,33,5.42,+1.04
409,,01,26,18.6,+43,27,28,5.96,+0.49
412,46    Cet,01,25,37.2,-14,35,56,4.90,+1.23
413,93Rho Psc,01,26,15.3,+19,10,20,5.38,+0.39
414,94    Psc,01,26,41.7,+19,14,25,5.50,+1.11
417,48Ome And,01,27,39.4,+45,24,24,4.83,+0.42
420,,01,25,05.3,-64,22,10,5.93,+1.56
421,47    Cet,01,26,51.6,-13,03,24,5.66,+0.35
423,,01,26,58.1,-32,32,35,5.79,+3.86
424,1Alp UMi,02,31,48.7,+89,15,51,2.02,+0.60
427,38    Cas,01,31,13.8,+70,15,53,5.81,+0.47
429,Gam Phe,01,28,21.9,-43,19,06,3.41,+1.57
430,49    And,01,30,06.2,+47,00,26,5.27,+1.00
433,48    Cet,01,29,36.1,-21,37,46,5.12,+0.02
434,98Mu  Psc,01,30,11.1,+06,08,38,4.84,+1.37
436,,01,30,22.9,-26,12,28,5.93,+1.34
437,99Eta Psc,01,31,29.0,+15,20,45,3.62,+0.97
439,,01,33,25.8,+58,19,39,5.70,+1.52
440,Del Phe,01,31,15.1,-49,04,22,3.95,+0.99
441,,01,31,43.3,-30,17,00,5.82,+1.08
442,39Chi Cas,01,33,55.9,+59,13,55,4.71,+1.00
445,,01,32,56.0,-36,51,55,5.51,+1.02
446,,01,34,16.6,+37,14,14,5.88,-0.07
448,,01,33,42.9,-07,01,31,5.76,+0.64
450,,01,34,49.1,+18,27,38,5.89,+1.52
451,49    Cet,01,34,37.8,-15,40,34,5.63,+0.07
454,,01,36,27.2,+48,43,22,5.92,+1.21
456,40    Cas,01,38,30.9,+73,02,24,5.28,+0.96
457,,01,35,54.8,+17,26,01,5.80,
458,50Ups And,01,36,47.8,+41,24,20,4.09,+0.54
459,50    Cet,01,35,59.0,-15,24,01,5.42,+1.21
461,,01,38,07.6,+57,58,39,5.56,+1.38
462,Tau Scl,01,36,08.4,-29,54,27,5.69,+0.33
463,102Pi  Psc,01,37,05.9,+12,08,30,5.57,+0.35
464,51    And,01,37,59.6,+48,37,42,3.57,+1.28
469,52Chi And,01,39,21.0,+44,23,10,4.98,+0.89
471,,01,38,27.4,-36,31,42,5.94,+1.05
472,Alp Eri,01,37,42.9,-57,14,12,0.46,-0.16
473,,01,38,51.8,-21,16,31,5.58,+0.34
475,105    Psc,01,39,40.8,+16,24,21,5.97,+1.12
476,,01,40,39.8,+43,17,52,5.61,+0.21
477,53Tau And,01,40,34.8,+40,34,37,4.94,-0.09
478,43    Cas,01,42,20.5,+68,02,35,5.59,-0.07
480,42    Cas,01,42,55.9,+70,37,21,5.18,-0.04
483,,01,41,47.2,+42,36,49,4.95,+0.62
485,,01,41,39.2,+30,02,50,5.99,+1.01
486,,01,39,47.4,-56,11,53,5.87,+0.90
487,,01,39,47.8,-56,11,41,5.76,+0.87
489,106Nu  Psc,01,41,25.9,+05,29,15,4.44,+1.36
490,,01,42,03.5,+35,14,44,5.64,-0.07
491,44    Cas,01,43,19.7,+60,33,04,5.78,-0.02
492,,01,41,44.7,-11,19,29,5.75,+0.44
493,107    Psc,01,42,29.8,+20,16,07,5.24,+0.84
496,Phi Per,01,43,39.6,+50,41,19,4.07,-0.04
497,Pi  Scl,01,42,08.6,-32,19,37,5.25,+1.05
498,,01,42,03.0,-36,49,57,5.72,-0.01
500,,01,42,43.5,-03,41,25,4.99,+1.38
505,,01,41,48.0,-60,47,22,5.71,+1.27
506,,01,42,29.3,-53,44,26,5.52,+0.53
509,52Tau Cet,01,44,04.1,-15,56,15,3.50,+0.72
510,110Omi Psc,01,45,23.6,+09,09,28,4.26,+0.96
511,,01,47,44.8,+63,51,08,5.63,+0.81
512,,01,37,55.6,-82,58,30,5.87,+0.61
513,,01,45,59.3,-05,44,00,5.34,+1.52
514,Eps Scl,01,45,38.8,-25,03,09,5.31,+0.39
519,,01,46,05.8,-50,48,59,5.49,+1.60
520,,01,46,06.3,-53,31,19,5.04,+0.04
521,,01,48,38.9,+37,57,10,5.94,+0.97
522,4    Ari,01,48,10.9,+16,57,20,5.84,-0.03
523,,01,48,41.6,+32,41,25,5.79,+0.55
525,,01,37,28.0,-84,46,11,5.69,+0.94
526,,01,49,15.7,+47,53,49,5.82,+0.29
527,,01,48,26.0,+03,41,08,5.91,+0.97
529,,01,50,57.1,+51,56,00,5.90,+0.43
530,1    Ari,01,50,08.5,+22,16,31,5.86,+0.74
531,53Chi Cet,01,49,35.1,-10,41,11,4.67,+0.33
533,1    Per,01,51,59.3,+55,08,51,5.52,-0.18
534,,01,50,52.0,+11,02,36,5.94,+0.30
536,2    Per,01,52,09.4,+50,47,34,5.79,-0.07
539,55Zet Cet,01,51,27.6,-10,20,06,3.73,+1.14
541,,01,50,54.5,-50,12,22,5.94,+0.14
542,45Eps Cas,01,54,23.7,+63,40,12,3.38,-0.15
543,55    And,01,53,17.3,+40,43,47,5.40,+1.32
544,2Alp Tri,01,53,04.9,+29,34,44,3.41,+0.49
545,5Gam1Ari,01,53,31.8,+19,17,45,4.83,
546,5Gam2Ari,01,53,31.8,+19,17,37,4.75,-0.04
547,,01,52,52.1,-16,55,45,5.80,+0.27
548,46Ome Cas,01,56,00.0,+68,41,07,4.99,-0.10
549,111Xi  Psc,01,53,33.3,+03,11,15,4.62,+0.94
553,6Bet Ari,01,54,38.4,+20,48,29,2.64,+0.13
555,Psi Phe,01,53,38.8,-46,18,09,4.41,+1.59
556,,01,55,54.4,+37,16,40,5.89,+1.63
557,56    And,01,56,09.3,+37,15,06,5.67,+1.06
558,Phi Phe,01,54,22.0,-42,29,49,5.11,-0.06
559,7    Ari,01,55,51.0,+23,34,38,5.74,+1.19
563,8Iot Ari,01,57,21.1,+17,49,03,5.10,+0.92
564,,01,57,43.8,+27,48,16,5.82,+1.60
565,56    Cet,01,56,40.2,-22,31,37,4.85,+1.42
566,Chi Eri,01,55,57.5,-51,36,32,3.70,+0.85
567,,01,59,38.0,+64,37,17,5.26,+0.01
568,3    Per,01,58,33.6,+49,12,15,5.69,+1.01
569,9Lam Ari,01,57,55.7,+23,35,46,4.79,+0.28
570,Eta2Hyi,01,54,56.1,-67,38,50,4.69,+0.95
574,,01,57,10.0,-47,23,06,4.83,+0.88
575,48    Cas,02,01,57.4,+70,54,25,4.54,+0.16
577,,01,59,35.7,+21,03,30,5.87,+1.03
580,50    Cas,02,03,26.1,+72,25,17,3.98,-0.01
581,47    Cas,02,05,07.4,+77,16,53,5.38,+0.31
582,112    Psc,02,00,09.2,+03,05,50,5.88,+0.62
583,57    Cet,01,59,46.1,-20,49,28,5.41,+1.65
585,59Ups Cet,02,00,00.3,-21,04,40,4.00,+1.57
587,,02,00,26.9,-08,31,25,5.51,+1.52
588,,01,59,38.8,-42,01,50,5.57,+1.06
589,53    Cas,02,03,00.3,+64,23,24,5.58,+0.38
590,4    Per,02,02,18.1,+54,29,15,5.04,-0.08
591,Alp Hyi,01,58,46.2,-61,34,11,2.86,+0.28
592,49    Cas,02,05,31.2,+76,06,54,5.22,+0.95
594,Pi  For,02,01,14.7,-30,00,06,5.35,+0.88
595,113Alp Psc,02,02,02.8,+02,45,49,5.23,
596,113Alp Psc,02,02,02.8,+02,45,49,4.33,+0.03
599,3Eps Tri,02,02,58.0,+33,17,02,5.50,+0.03
601,,02,02,35.2,+13,28,36,5.94,+1.59
602,Chi Phe,02,01,42.4,-44,42,49,5.14,+1.49
603,57Gam1And,02,03,54.0,+42,19,47,2.26,+1.37
604,57Gam2And,02,03,54.7,+42,19,51,4.84,+0.03
605,10    Ari,02,03,39.3,+25,56,08,5.63,+0.54
607,60    Cet,02,03,11.7,+00,07,42,5.43,+0.15
608,,02,02,58.6,-15,18,21,5.86,+0.98
610,61    Cet,02,03,48.2,-00,20,25,5.93,+0.88
611,,02,03,40.5,-04,06,13,5.62,+1.59
612,Nu  For,02,04,29.4,-29,17,49,4.69,-0.17
613,12Kap Ari,02,06,33.9,+22,38,54,5.03,+0.11
617,13Alp Ari,02,07,10.4,+23,27,45,2.00,+1.15
618,,02,08,40.5,+58,25,25,5.67,+0.61
620,58    And,02,08,29.3,+37,51,33,4.82,+0.12
622,4Bet Tri,02,09,32.6,+34,59,14,3.00,+0.14
623,14    Ari,02,09,25.3,+25,56,23,4.98,+0.33
628,59    And,02,10,52.8,+39,02,22,5.63,-0.02
631,15    Ari,02,10,37.6,+19,30,01,5.70,+1.65
632,,02,09,09.3,-43,31,00,5.85,+1.19
635,64    Cet,02,11,21.1,+08,34,11,5.63,+0.56
639,63    Cet,02,11,35.8,-01,49,31,5.93,+0.97
642,6    Tri,02,12,22.3,+30,18,11,4.94,+0.78
643,60    And,02,13,13.3,+44,13,54,4.83,+1.48
644,,02,12,37.5,+24,10,04,5.96,+1.37
645,,02,13,36.3,+51,03,57,5.31,+0.93
646,17Eta Ari,02,12,48.1,+21,12,39,5.27,+0.43
648,19    Ari,02,13,03.3,+15,16,47,5.71,+1.55
649,65Xi 1Cet,02,13,00.0,+08,50,48,4.37,+0.89
650,66    Cet,02,12,47.5,-02,23,37,5.54,+0.57
651,,02,13,00.9,-21,00,01,5.86,+1.01
652,Mu  For,02,12,54.5,-30,43,26,5.28,-0.02
655,7    Tri,02,15,56.2,+33,21,32,5.28,-0.01
656,20    Ari,02,15,46.0,+25,46,59,5.79,+0.44
657,21    Ari,02,15,42.8,+25,02,35,5.58,+0.49
659,,02,14,32.0,-41,10,00,5.91,+0.97
660,8Del Tri,02,17,03.2,+34,13,27,4.87,+0.61
661,8    Per,02,17,59.9,+57,53,59,5.75,+1.17
662,7    Per,02,18,04.5,+57,31,00,5.98,+1.05
664,9Gam Tri,02,17,18.9,+33,50,50,4.01,+0.02
666,67    Cet,02,16,59.0,-06,25,20,5.51,+0.96
667,Pi 1Hyi,02,14,14.7,-67,50,30,5.55,+1.55
669,22The Ari,02,18,07.5,+19,54,04,5.62,+0.01
670,62    And,02,19,16.8,+47,22,48,5.30,-0.01
672,,02,18,01.4,+01,45,28,5.58,+0.60
674,Phi Eri,02,16,30.6,-51,30,44,3.56,-0.12
675,10    Tri,02,18,57.0,+28,38,33,5.03,+0.04
678,Pi 2Hyi,02,15,28.5,-67,44,47,5.69,+1.30
681,68Omi Cet,02,19,20.7,-02,58,39,3.04,+1.42
682,63    And,02,20,58.2,+50,09,05,5.59,-0.13
685,9    Per,02,22,21.4,+55,50,44,5.17,+0.37
687,,02,22,50.3,+41,23,47,5.82,+0.27
688,,02,19,54.3,-55,56,41,5.81,+1.55
689,69    Cet,02,21,56.6,+00,23,45,5.28,+1.65
691,70    Cet,02,22,12.4,-00,53,06,5.42,+0.31
692,,02,22,01.4,-10,46,40,5.46,+0.35
693,,02,22,05.0,-17,39,44,5.87,+1.23
694,64    And,02,24,24.9,+50,00,24,5.19,+0.98
695,Kap For,02,22,32.6,-23,48,59,5.20,+0.60
699,65    And,02,25,37.4,+50,16,43,4.71,+1.53
701,,02,22,54.6,-51,05,32,5.92,+0.22
702,24Xi  Ari,02,24,49.0,+10,36,38,5.47,-0.10
705,Del Hyi,02,21,44.9,-68,39,34,4.09,+0.03
707,Iot Cas,02,29,04.0,+67,24,09,4.52,+0.12
708,72Rho Cet,02,25,57.0,-12,17,26,4.89,-0.03
710,,02,26,00.3,-15,20,28,5.83,+0.15
712,11    Tri,02,27,27.7,+31,48,05,5.54,+1.12
713,,02,26,35.2,-20,02,34,5.88,+1.26
714,Lam Hor,02,24,53.9,-60,18,43,5.35,+0.39
715,Kap Hyi,02,22,52.3,-73,38,45,5.01,+1.09
717,12    Tri,02,28,10.0,+29,40,10,5.29,
718,73Xi 2Cet,02,28,09.5,+08,27,36,4.28,-0.06
720,13    Tri,02,28,48.5,+29,55,55,5.89,+0.58
721,Kap Eri,02,26,59.1,-47,42,14,4.25,-0.14
724,Phi For,02,28,01.7,-33,48,40,5.14,+0.10
728,,02,30,32.4,+25,14,06,5.92,+0.41
736,14    Tri,02,32,06.2,+36,08,50,5.15,+1.47
737,,02,31,30.1,+02,16,02,5.25,+1.27
738,,02,32,52.5,+34,32,33,5.83,+1.07
739,75    Cet,02,32,09.4,-01,02,06,5.35,+1.02
740,76Sig Cet,02,32,05.2,-15,14,41,4.75,+0.45
743,,02,38,02.0,+72,49,06,5.16,+0.88
744,Lam1For,02,33,07.0,-34,39,00,5.90,+1.06
747,,02,37,36.1,+65,44,44,5.78,+1.56
748,,02,35,38.8,+37,18,44,5.71,+1.39
749,Ome For,02,33,50.7,-28,13,57,4.90,-0.05
750,15    Tri,02,35,46.8,+34,41,15,5.35,+1.66
752,77    Cet,02,34,42.7,-07,51,34,5.75,+1.40
753,,02,36,04.9,+06,53,13,5.82,+0.98
754,78Nu  Cet,02,35,52.5,+05,35,36,4.86,+0.87
756,,02,36,57.2,+38,43,58,5.90,+0.48
758,,02,37,02.5,+34,15,50,5.3,+1.55
759,80    Cet,02,36,00.0,-07,49,54,5.53,+1.59
763,31    Ari,02,36,37.9,+12,26,51,5.68,+0.49
766,,02,36,35.1,+07,43,47,5.81,+1.04
767,Iot1For,02,36,09.3,-30,02,41,5.75,+1.02
771,81    Cet,02,37,41.8,-03,23,46,5.65,+1.02
772,Lam2For,02,36,58.6,-34,34,42,5.79,+0.66
773,32Nu  Ari,02,38,49.0,+21,57,41,5.43,+0.16
774,,02,47,47.6,+81,26,54,5.78,+1.30
776,Mu  Hyi,02,31,40.5,-79,06,34,5.28,+0.98
777,Iot2For,02,38,18.7,-30,11,39,5.83,+0.48
778,Eta Hor,02,37,24.4,-52,32,35,5.31,+0.27
779,82Del Cet,02,39,29.0,+00,19,43,4.07,-0.22
781,83Eps Cet,02,39,33.8,-11,52,20,4.84,+0.45
782,33    Ari,02,40,41.1,+27,03,39,5.30,+0.09
784,,02,40,12.3,-09,27,11,5.78,+0.52
785,11    Per,02,43,02.8,+55,06,21,5.77,-0.13
787,,02,42,59.7,+53,31,34,5.84,+1.12
788,12    Per,02,42,14.9,+40,11,38,4.91,+0.59
789,,02,39,48.0,-42,53,30,4.75,+0.06
